contig	start	end	comparison	fraction_GC	SubstitutionsPerSite	type	mu1	mu2	m3
chr5:44812670-52962051	6950000	6960000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.38425	0.06458199764	Macaque_h2	2.54259833228346e-08	3.66082472939797e-08	3.60464173924477e-08
chr5:44812670-52962051	6410000	6420000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.362	0.05735474713	Macaque_h2	2.25806091062992e-08	3.25114868406959e-08	2.82287145702569e-08
chr5:44812670-52962051	6900000	6910000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.3655	0.06106124222	Macaque_h2	2.40398591417323e-08	3.46125102498045e-08	3.37060920389754e-08
chr5:44812670-52962051	430000	440000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.359	0.07811265679	Macaque_h2	3.0753014484252e-08	4.42780892672009e-08	3.7817586842988e-08
chr5:44812670-52962051	7560000	7570000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.34	0.07651859913	Macaque_h2	3.01254327283465e-08	4.33744991159109e-08	3.32205374515535e-08
chr5:44812670-52962051	520000	530000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.344	0.08172333783	Macaque_h2	3.21745424527559e-08	4.63248005682174e-08	4.01425809344753e-08
chr5:44812670-52962051	500000	510000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.333	0.06469538632	Macaque_h2	2.54706245354331e-08	3.66725215652854e-08	3.4526201974305e-08
chr5:44812670-52962051	920000	930000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.351	0.06775887088	Macaque_h2	2.66767208188976e-08	3.840905503362e-08	2.86181271814668e-08
chr5:44812670-52962051	360000	370000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.381	0.07535785421	Macaque_h2	2.96684465393701e-08	4.2716531901681e-08	3.29719487591652e-08
chr5:44812670-52962051	2870000	2880000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1	0.392	0.04030434343	Macaque_h2	1.58678517440945e-08	2.284648083405e-08	1.9967377564129e-08
chr5:44812670-52962051	2420000	2430000	ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1	0.392	0.03268252329	Macaque_h2	1.28671351535433e-08	1.8526058940774e-08	1.37868336234024e-08
chr5:44812670-52962051	2900000	2910000	ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.391	0.05664307404	Macaque_h2	2.23004228503937e-08	3.21080755895231e-08	2.3961155792516e-08
chr5:44812670-52962051	350000	360000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.372	0.07547275571	Macaque_h2	2.97136833503937e-08	4.27816637136435e-08	3.58349931321566e-08
chr5:44812670-52962051	4780000	4790000	ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.409	0.0004057547884	Macaque_h2	1.59745979685039e-10	2.30001736974199e-10	2.05298330183648e-10
chr5:44812670-52962051	7490000	7500000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.33175	0.06370553409	Macaque_h2	2.50809189330709e-08	3.61114247187256e-08	3.34643679251385e-08
chr5:44812670-52962051	6860000	6870000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.393	0.06611477597	Macaque_h2	2.60294393582677e-08	3.74771013121579e-08	3.67090913774984e-08
chr5:44812670-52962051	1210000	1220000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.34225	0.0706753321	Macaque_h2	2.78249338976378e-08	4.00622484538702e-08	3.41757345286721e-08
chr5:44812670-52962051	6590000	6600000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.3715	0.06429887494	Macaque_h2	2.53145176929134e-08	3.64477594460516e-08	2.76899372282006e-08
chr5:44812670-52962051	7390000	7400000	ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1	0.452	0.04918612287	Macaque_h2	1.93646153031496e-08	2.78811095236513e-08	2.74493635504547e-08
chr5:44812670-52962051	460000	470000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.39025	0.08537077066	Macaque_h2	3.36105396299213e-08	4.83923445883503e-08	4.71643398929011e-08
chr5:44812670-52962051	690000	700000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.366	0.07743503453	Macaque_h2	3.04862340669291e-08	4.38939796983972e-08	3.3831781566774e-08
chr5:44812670-52962051	6520000	6530000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.369	0.1899314393	Macaque_h2	7.47761572047244e-08	1.0766246559226e-07	1.03640278387099e-07
chr5:44812670-52962051	6810000	6820000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.346	0.06450146443	Macaque_h2	2.53942773346457e-08	3.65625971163018e-08	2.74199364490324e-08
chr5:44812670-52962051	490000	500000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.34	0.06553657486	Macaque_h2	2.58018011259843e-08	3.71493485328382e-08	3.6148519441264e-08
chr5:44812670-52962051	910000	920000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.328	0.06642777156	Macaque_h2	2.61526659685039e-08	3.76545225809226e-08	3.72772794206561e-08
chr5:44812670-52962051	7120000	7130000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.348	0.05542024295	Macaque_h2	2.18189932874016e-08	3.14149148856529e-08	3.19645653891556e-08
chr5:44812670-52962051	800000	810000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.3455	0.2647402359	Macaque_h2	1.04228439330709e-07	1.50067764681392e-07	1.15442716271705e-07
chr5:44812670-52962051	1000000	1010000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.34	0.06554987325	Macaque_h2	2.58070367125984e-08	3.71568867132525e-08	2.78004125836858e-08
chr5:44812670-52962051	590000	600000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.396	0.06683746501	Macaque_h2	2.63139626023622e-08	3.78867569446833e-08	2.92598108851704e-08
chr5:44812670-52962051	6560000	6570000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.34325	0.0614725854	Macaque_h2	2.42018052755906e-08	3.48456797615324e-08	2.68203251965073e-08
chr5:44812670-52962051	4340000	4350000	ag07107_mmu_cen5_h2v1-chm1_cen5v2	0.392	0.03915555562	Macaque_h2	1.54155730787402e-08	2.21952914968726e-08	2.20083793556468e-08
chr5:44812670-52962051	40000	50000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1	0.367	0.07251940842	Macaque_h2	2.85509481968504e-08	4.11075614577795e-08	3.02407598149326e-08
chr5:44812670-52962051	1080000	1090000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.35	0.05863321883	Macaque_h2	2.30839444212598e-08	3.32361873743159e-08	2.84919851897569e-08
chr5:44812670-52962051	3500000	3510000	ag07107_mmu_cen5_h2v1-chm1_cen5v2	0.392	0.0422578629	Macaque_h2	1.66369538976378e-08	2.39538315891321e-08	2.32329486693954e-08
chr5:44812670-52962051	130000	140000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.373	0.06623333347	Macaque_h2	2.60761155393701e-08	3.75443055244332e-08	3.4900203097437e-08
chr5:44812670-52962051	1310000	1320000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.347	0.08297864345	Macaque_h2	3.26687572637795e-08	4.70363694302189e-08	4.60241344504864e-08
chr5:44812670-52962051	6670000	6680000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.427	0.05665420173	Macaque_h2	2.23048038307087e-08	3.21143833105942e-08	2.44844384984897e-08
chr5:44812670-52962051	7400000	7410000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.39125	0.05109008063	Macaque_h2	2.01142049724409e-08	2.89603662679828e-08	2.64192662347042e-08
chr5:44812670-52962051	7550000	7560000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.344	0.09315222651	Macaque_h2	3.66741049251969e-08	5.28032558403049e-08	4.20382623692697e-08
chr5:44812670-52962051	7540000	7550000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.31525	0.07244973247	Macaque_h2	2.85235167204724e-08	4.10680657081704e-08	3.03451494944385e-08
chr5:44812670-52962051	6820000	6830000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.3595	0.06627989161	Macaque_h2	2.6094445515748e-08	3.75706969642299e-08	3.79480021062987e-08
chr5:44812670-52962051	4020000	4030000	ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1	0.392	0.07200819703	Macaque_h2	2.83496838700787e-08	4.08177817410086e-08	4.10185954584034e-08
chr5:44812670-52962051	7110000	7120000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.37675	0.06535536703	Macaque_h2	2.57304594606299e-08	3.70466310373339e-08	3.61845526632733e-08
chr5:44812670-52962051	60000	70000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.339	0.060964953	Macaque_h2	2.400195e-08	3.4557928792025e-08	2.6432801188379e-08
chr5:44812670-52962051	1280000	1290000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.355	0.08367319227	Macaque_h2	3.29422016811024e-08	4.74300738043393e-08	4.41221837327042e-08
chr5:44812670-52962051	3030000	3040000	ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1	0.39	0.07607110413	Macaque_h2	2.99492535944882e-08	4.31208369775215e-08	3.25359136945771e-08
chr5:44812670-52962051	4170000	4180000	ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.392	0.06872351818	Macaque_h2	2.70565032204724e-08	3.89558644882721e-08	3.49014754715071e-08
chr5:44812670-52962051	7520000	7530000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.306	0.05428545436	Macaque_h2	2.13722261259843e-08	3.07716609937451e-08	2.83883267402306e-08
chr5:44812670-52962051	7060000	7070000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.34575	0.05777909983	Macaque_h2	2.27476770984252e-08	3.27520307871384e-08	3.19492085443039e-08
chr5:44812670-52962051	7590000	7600000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.356	0.1321905553	Macaque_h2	5.20435257086614e-08	7.49320974139953e-08	5.92879077170189e-08
chr5:44812670-52962051	7010000	7020000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.37	0.06386569175	Macaque_h2	2.51439731299213e-08	3.62022099442924e-08	3.25194161893596e-08
chr5:44812670-52962051	7030000	7040000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.363	0.06645314744	Macaque_h2	2.61626564724409e-08	3.76689068756841e-08	4.0726085599298e-08
chr5:44812670-52962051	7050000	7060000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.353	0.05316086631	Macaque_h2	2.09294749251969e-08	3.01341892687647e-08	2.9759289704978e-08
chr5:44812670-52962051	380000	390000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.365	0.06906680275	Macaque_h2	2.71916546259843e-08	3.91504550381157e-08	3.0502661903393e-08
chr5:44812670-52962051	6430000	6440000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.373	0.06629818394	Macaque_h2	2.61016472204724e-08	3.7581065955043e-08	3.7053976524567e-08
chr5:44812670-52962051	540000	550000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.389	0.07559762996	Macaque_h2	2.97628464409449e-08	4.28524485699765e-08	3.3380185283845e-08
chr5:44812670-52962051	6890000	6900000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.383	0.07245329718	Macaque_h2	2.85249201496063e-08	4.10700863608288e-08	3.27616800424477e-08
chr5:44812670-52962051	6990000	7000000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.364	0.05506454653	Macaque_h2	2.16789553267717e-08	3.12132886897967e-08	2.38232815721762e-08
chr5:44812670-52962051	6720000	6730000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.366	0.05448575849	Macaque_h2	2.1451086019685e-08	3.08852032097342e-08	2.87439428240207e-08
chr5:44812670-52962051	3510000	3520000	ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.388	0.06385303149	Macaque_h2	2.51389887755906e-08	3.61950334872948e-08	3.59227474850303e-08
chr5:44812670-52962051	330000	340000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.35425	0.06973227016	Macaque_h2	2.74536496692913e-08	3.95276746411259e-08	3.94195914833911e-08
chr5:44812670-52962051	6710000	6720000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.34775	0.05713198896	Macaque_h2	2.24929090393701e-08	3.23852165723221e-08	2.70933848516609e-08
chr5:44812670-52962051	740000	750000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.346	0.06774460175	Macaque_h2	2.66711030511811e-08	3.84009665901095e-08	3.83382383984572e-08
chr5:44812670-52962051	3560000	3570000	ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1	0.392	0.05041648908	Macaque_h2	1.98490114488189e-08	2.85785415035184e-08	2.04017102545239e-08
chr5:44812670-52962051	7230000	7240000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.34775	0.06391963585	Macaque_h2	2.51652109645669e-08	3.62327881088741e-08	3.04696842430732e-08
chr5:44812670-52962051	900000	910000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.324	0.06917266328	Macaque_h2	2.7233332e-08	3.92104619843628e-08	3.19587465847692e-08
chr5:44812670-52962051	7180000	7190000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.35125	0.06234380626	Macaque_h2	2.45448056141732e-08	3.5339530522674e-08	2.93577258026493e-08
chr5:44812670-52962051	650000	660000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.328	0.1162956114	Macaque_h2	4.57856737795276e-08	6.59220627560594e-08	5.42695481372483e-08
chr5:44812670-52962051	860000	870000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.35	0.0684809419	Macaque_h2	2.69610007480315e-08	3.88183603420641e-08	2.85912934033836e-08
chr5:44812670-52962051	3780000	3790000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1	0.3935	0.05818468478	Macaque_h2	2.29073562125984e-08	3.29819362513683e-08	2.72380279816046e-08
chr5:44812670-52962051	4800000	4810000	ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.406	0.0005416138349	Macaque_h2	2.13233793267717e-10	3.07013315326427e-10	2.69397874356105e-10
chr5:44812670-52962051	7580000	7590000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.332	0.06732753679	Macaque_h2	2.65069042480315e-08	3.81645536925332e-08	2.99720104338042e-08
chr5:44812670-52962051	440000	450000	ag07107_mmu_cen5_h2v1-chr5	0.355	0.07963289118	Macaque_h2	3.13515319606299e-08	4.5139832764269e-08	4.36148501961205e-08
chr5:44812670-52962051	6840000	6850000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.342	0.05917940478	Macaque_h2	2.32989782598425e-08	3.35457923889758e-08	3.26841812455227e-08
chr5:44812670-52962051	1060000	1070000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.352	0.06866171586	Macaque_h2	2.70321715984252e-08	3.8920831898749e-08	3.49488972747262e-08
chr5:44812670-52962051	7300000	7310000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.351	0.06409637182	Macaque_h2	2.52347920551181e-08	3.63329707345582e-08	3.65848186689154e-08
chr5:44812670-52962051	390000	400000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.353	0.06430795902	Macaque_h2	2.53180941023622e-08	3.64529087486317e-08	2.89834022615544e-08
chr5:44812670-52962051	120000	130000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.3675	0.07540354705	Macaque_h2	2.96864358464567e-08	4.27424328469507e-08	4.16793986944835e-08
chr5:44812670-52962051	7620000	7630000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.341	0.06146304572	Macaque_h2	2.4198049496063e-08	3.4840272202502e-08	3.03897199016654e-08
chr5:44812670-52962051	1300000	1310000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.359	0.07729329052	Macaque_h2	3.04304293385827e-08	4.38136322337764e-08	4.33478907540123e-08
chr5:44812670-52962051	6360000	6370000	ag07107_mmu_cen5_h2v1-chm1_cen5v2,ag07107_mmu_cen5_h2v1-chr5,ag07107_mmu_cen5_h2v1-hg00733_cen5_h1v1,ag07107_mmu_cen5_h2v1-hg00733_cen5_h2v1	0.345	0.1270147992	Macaque_h2	5.00058264566929e-08	7.19982247224394e-08	6.67948908814967e-08
