contig	start	end	comparison	fraction_GC	SubstitutionsPerSite	type	mu1
chr21:8962852-13306301	1440000	1450000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.433	0.005985775192	chm1	1.496443798e-07
chr21:8962852-13306301	210000	220000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.3876666667	0.004725229939	chm1	1.18130748475e-07
chr21:8962852-13306301	3550000	3560000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.36	0.002573654127	chm1	6.4341353175e-08
chr21:8962852-13306301	2840000	2850000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.4053333333	0.0007687052514	chm1	1.9217631285e-08
chr21:8962852-13306301	1500000	1510000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.393	0.008573819471	chm1	2.14345486775e-07
chr21:8962852-13306301	1970000	1980000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.226	0.02529532671	chm1	6.3238316775e-07
chr21:8962852-13306301	960000	970000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.393	0.004851194957	chm1	1.21279873925e-07
chr21:8962852-13306301	2500000	2510000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.44	0.000133360928	chm1	3.3340232e-09
chr21:8962852-13306301	90000	100000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.292	0.001235340828	chm1	3.08835207e-08
chr21:8962852-13306301	1700000	1710000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.35	0.01195787888	chm1	2.98946972e-07
chr21:8962852-13306301	70000	80000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.344	0.001732363839	chm1	4.3309095975e-08
chr21:8962852-13306301	870000	880000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.395	0.001101090929	chm1	2.7527273225e-08
chr21:8962852-13306301	3370000	3380000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.372	0.0007337552047	chm1	1.83438801175e-08
chr21:8962852-13306301	3710000	3720000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.365	0	chm1	0
chr21:8962852-13306301	3480000	3490000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.4016666667	0.003851059058	chm1	9.627647645e-08
chr21:8962852-13306301	3690000	3700000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.348	0.0005002882314	chm1	1.2507205785e-08
chr21:8962852-13306301	1770000	1780000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.435	0.0005675428338	chm1	1.4188570845e-08
chr21:8962852-13306301	3980000	3990000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.347	0.001869743288	chm1	4.67435822e-08
chr21:8962852-13306301	1810000	1820000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.43	3.33398317e-05	chm1	8.334957925e-10
chr21:8962852-13306301	3180000	3190000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.408	0.0009677782757	chm1	2.41944568925e-08
chr21:8962852-13306301	2970000	2980000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.357	0.001006689288	chm1	2.51672322e-08
chr21:8962852-13306301	3430000	3440000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.4596666667	0.001001133901	chm1	2.5028347525e-08
chr21:8962852-13306301	1900000	1910000	chm1_cen21v5-chm1_cen21v5	0.224	0.1091578869	chm1	2.7289471725e-06
chr21:8962852-13306301	800000	810000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.422	0.002738999259	chm1	6.8474981475e-08
chr21:8962852-13306301	4170000	4180000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.38	0.000834614631	chm1	2.0865365775e-08
chr21:8962852-13306301	1150000	1160000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.357	0.005557946173	chm1	1.38948654325e-07
chr21:8962852-13306301	1850000	1860000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.222	0.000633594502	chm1	1.583986255e-08
chr21:8962852-13306301	3580000	3590000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.344	0.003210226959	chm1	8.0255673975e-08
chr21:8962852-13306301	1940000	1950000	chm1_cen21v5-chm1_cen21v5	0.225	0.05415812929	chm1	1.35395323225e-06
chr21:8962852-13306301	2720000	2730000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.34	0.0006020341811	chm1	1.50508545275e-08
chr21:8962852-13306301	4160000	4170000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.3666666667	0.001102521284	chm1	2.75630321e-08
chr21:8962852-13306301	3970000	3980000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.356	0.001000780076	chm1	2.50195019e-08
chr21:8962852-13306301	860000	870000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.364	0.0003668853876	chm1	9.17213469e-09
chr21:8962852-13306301	2610000	2620000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.373	0.0007010892063	chm1	1.75272301575e-08
chr21:8962852-13306301	740000	750000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.348	0	chm1	0
chr21:8962852-13306301	540000	550000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.333	0.0008675792362	chm1	2.1689480905e-08
chr21:8962852-13306301	1640000	1650000	chm1_cen21v5-chr21,chm1_cen21v5-hg00733_cen21_h1v1,chm1_cen21v5-hg00733_cen21_h2v1	0.455	0.004135069743	chm1	1.03376743575e-07
chr21:8962852-13306301	1050000	1060000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3746666667	0.03044864474	HG00733h1	7.612161185e-07
chr21:8962852-13306301	3700000	3710000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.401	0.0001668284344	HG00733h1	4.17071086e-09
chr21:8962852-13306301	2650000	2660000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.347	0.0007743156132	HG00733h1	1.935789033e-08
chr21:8962852-13306301	3040000	3050000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.428	0.001943976199	HG00733h1	4.8599404975e-08
chr21:8962852-13306301	2430000	2440000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3886666667	3.333921161e-05	HG00733h1	8.3348029025e-10
chr21:8962852-13306301	3910000	3920000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3443333333	0.002540941264	HG00733h1	6.35235316e-08
chr21:8962852-13306301	50000	60000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.414	0.002687755295	HG00733h1	6.7193882375e-08
chr21:8962852-13306301	880000	890000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.443	0.003380413212	HG00733h1	8.45103303e-08
chr21:8962852-13306301	690000	700000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.342	0.0001000206197	HG00733h1	2.5005154925e-09
chr21:8962852-13306301	2540000	2550000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.353	0.0003667801622	HG00733h1	9.169504055e-09
chr21:8962852-13306301	2250000	2260000	hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.389	0.003214568332	HG00733h1	8.03642083e-08
chr21:8962852-13306301	1300000	1310000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.466	0.002940143219	HG00733h1	7.3503580475e-08
chr21:8962852-13306301	2860000	2870000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3763333333	0.0008010621215	HG00733h1	2.00265530375e-08
chr21:8962852-13306301	4240000	4250000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.369	0.001001174182	HG00733h1	2.502935455e-08
chr21:8962852-13306301	3020000	3030000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.418	0.001379403046	HG00733h1	3.448507615e-08
chr21:8962852-13306301	1080000	1090000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.413	0.001403088113	HG00733h1	3.5077202825e-08
chr21:8962852-13306301	3340000	3350000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.369	0.0009346195112	HG00733h1	2.336548778e-08
chr21:8962852-13306301	4040000	4050000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.339	0.00107122725	HG00733h1	2.678068125e-08
chr21:8962852-13306301	4090000	4100000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3666666667	0.001640184465	HG00733h1	4.1004611625e-08
chr21:8962852-13306301	3880000	3890000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3663333333	0.0002334549391	HG00733h1	5.8363734775e-09
chr21:8962852-13306301	1110000	1120000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3676666667	0.01253482194	HG00733h1	3.133705485e-07
chr21:8962852-13306301	2470000	2480000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.326	0	HG00733h1	0
chr21:8962852-13306301	1730000	1740000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.4203333333	0.008625497512	HG00733h1	2.156374378e-07
chr21:8962852-13306301	840000	850000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.383	0.001001990502	HG00733h1	2.504976255e-08
chr21:8962852-13306301	2980000	2990000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3733333333	0.001505777158	HG00733h1	3.764442895e-08
chr21:8962852-13306301	1420000	1430000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.4196666667	0.002266496214	HG00733h1	5.666240535e-08
chr21:8962852-13306301	3590000	3600000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.348	0.0008675617865	HG00733h1	2.16890446625e-08
chr21:8962852-13306301	3240000	3250000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.456	0.001000937915	HG00733h1	2.5023447875e-08
chr21:8962852-13306301	4180000	4190000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3593333333	0.0006012869953	HG00733h1	1.50321748825e-08
chr21:8962852-13306301	3680000	3690000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.33	0.0008688378829	HG00733h1	2.17209470725e-08
chr21:8962852-13306301	220000	230000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.4266666667	0.004012828392	HG00733h1	1.003207098e-07
chr21:8962852-13306301	2300000	2310000	hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.388	0.005034477458	HG00733h1	1.2586193645e-07
chr21:8962852-13306301	850000	860000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.456	0.0002000862899	HG00733h1	5.0021572475e-09
chr21:8962852-13306301	2850000	2860000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.378	0.0009346642329	HG00733h1	2.33666058225e-08
chr21:8962852-13306301	1010000	1020000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3803333333	0.001504757433	HG00733h1	3.7618935825e-08
chr21:8962852-13306301	4110000	4120000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.361	0.002575719939	HG00733h1	6.4392998475e-08
chr21:8962852-13306301	2460000	2470000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.356	0	HG00733h1	0
chr21:8962852-13306301	1980000	1990000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.224	0.04176842474	HG00733h1	1.0442106185e-06
chr21:8962852-13306301	2910000	2920000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.377	0.000834714715	HG00733h1	2.0867867875e-08
chr21:8962852-13306301	1190000	1200000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.369	0.002042284266	HG00733h1	5.105710665e-08
chr21:8962852-13306301	1070000	1080000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3623333333	0.004514266486	HG00733h1	1.1285666215e-07
chr21:8962852-13306301	3560000	3570000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.356	0.001335491373	HG00733h1	3.3387284325e-08
chr21:8962852-13306301	2830000	2840000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.386	0.0003671242337	HG00733h1	9.1781058425e-09
chr21:8962852-13306301	4080000	4090000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.376	0.0007337801609	HG00733h1	1.83445040225e-08
chr21:8962852-13306301	4120000	4130000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.364	0.0007007690674	HG00733h1	1.7519226685e-08
chr21:8962852-13306301	2200000	2210000	hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3885	0.004124285539	HG00733h1	1.03107138475e-07
chr21:8962852-13306301	4140000	4150000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.355	0.003079629671	HG00733h1	7.6990741775e-08
chr21:8962852-13306301	2360000	2370000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.37	0.0001000236343	HG00733h1	2.5005908575e-09
chr21:8962852-13306301	2740000	2750000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.4576666667	0.00108309299	HG00733h1	2.707732475e-08
chr21:8962852-13306301	260000	270000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.427	0.00160751361	HG00733h1	4.018784025e-08
chr21:8962852-13306301	2620000	2630000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.355	0.0007028481032	HG00733h1	1.757120258e-08
chr21:8962852-13306301	4070000	4080000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.4	0.002706295919	HG00733h1	6.7657397975e-08
chr21:8962852-13306301	2660000	2670000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.345	0.0006681755117	HG00733h1	1.67043877925e-08
chr21:8962852-13306301	1960000	1970000	hg00733_cen21_h1v1-chr21	0.227	0.0463492069	HG00733h1	1.1587301725e-06
chr21:8962852-13306301	110000	120000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3456666667	0.001168869665	HG00733h1	2.9221741625e-08
chr21:8962852-13306301	3320000	3330000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.343	0.001904987376	HG00733h1	4.76246844e-08
chr21:8962852-13306301	1210000	1220000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3963333333	0.001907129023	HG00733h1	4.7678225575e-08
chr21:8962852-13306301	4020000	4030000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.371	0.0003670432216	HG00733h1	9.17608054e-09
chr21:8962852-13306301	3820000	3830000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.35	0.0006010603049	HG00733h1	1.50265076225e-08
chr21:8962852-13306301	3630000	3640000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.38	0.002150270615	HG00733h1	5.3756765375e-08
chr21:8962852-13306301	2530000	2540000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.378	0.0001333769907	HG00733h1	3.3344247675e-09
chr21:8962852-13306301	3420000	3430000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.355	0.0003335663629	HG00733h1	8.3391590725e-09
chr21:8962852-13306301	2440000	2450000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.359	0	HG00733h1	0
chr21:8962852-13306301	2380000	2390000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.398	3.335371124e-05	HG00733h1	8.33842781e-10
chr21:8962852-13306301	1690000	1700000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3713333333	0.002689621303	HG00733h1	6.7240532575e-08
chr21:8962852-13306301	1830000	1840000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.382	0.0001000199095	HG00733h1	2.5004977375e-09
chr21:8962852-13306301	4130000	4140000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.374	0.001170177932	HG00733h1	2.92544483e-08
chr21:8962852-13306301	230000	240000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.423	0.00263034541	HG00733h1	6.575863525e-08
chr21:8962852-13306301	2690000	2700000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.418	0.000500566349	HG00733h1	1.2514158725e-08
chr21:8962852-13306301	3300000	3310000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.36	0.003275646315	HG00733h1	8.1891157875e-08
chr21:8962852-13306301	3830000	3840000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.375	0.0007010967871	HG00733h1	1.75274196775e-08
chr21:8962852-13306301	2220000	2230000	hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.39	0.006614579968	HG00733h1	1.653644992e-07
chr21:8962852-13306301	3170000	3180000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.4603333333	0.001702704656	HG00733h1	4.25676164e-08
chr21:8962852-13306301	400000	410000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.4233333333	0.0007027970172	HG00733h1	1.756992543e-08
chr21:8962852-13306301	760000	770000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.354	6.665294064e-05	HG00733h1	1.666323516e-09
chr21:8962852-13306301	530000	540000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.389	0.0006673123438	HG00733h1	1.6682808595e-08
chr21:8962852-13306301	3330000	3340000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.367	0.001497417123	HG00733h1	3.7435428075e-08
chr21:8962852-13306301	4100000	4110000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.3533333333	0.00211163604	HG00733h1	5.2790901e-08
chr21:8962852-13306301	3960000	3970000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.364	0.001067892033	HG00733h1	2.6697300825e-08
chr21:8962852-13306301	3220000	3230000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.4593333333	0.0009012583549	HG00733h1	2.25314588725e-08
chr21:8962852-13306301	1380000	1390000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.364	0.002277938527	HG00733h1	5.6948463175e-08
chr21:8962852-13306301	1920000	1930000	hg00733_cen21_h1v1-chr21	0.225	0.05297929871	HG00733h1	1.32448246775e-06
chr21:8962852-13306301	170000	180000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.4766666667	0.003718149545	HG00733h1	9.2953738625e-08
chr21:8962852-13306301	3900000	3910000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.376	0.001368938845	HG00733h1	3.4223471125e-08
chr21:8962852-13306301	2760000	2770000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.4036666667	0.0009425128259	HG00733h1	2.35628206475e-08
chr21:8962852-13306301	1840000	1850000	hg00733_cen21_h1v1-chm1_cen21v5,hg00733_cen21_h1v1-chr21,hg00733_cen21_h1v1-hg00733_cen21_h2v1	0.2253333333	0	HG00733h1	0
chr21:8962852-13306301	1910000	1920000	hg00733_cen21_h1v1-chr21	0.228	0.07908227814	HG00733h1	1.9770569535e-06
